date,product,venue,sales
2023-01-17,Bread,Mumbai_Store_1,136
2023-01-18,Bread,Mumbai_Store_1,146
2023-01-19,Bread,Mumbai_Store_1,150
2023-01-20,Bread,Mumbai_Store_1,134
2023-01-21,Bread,Mumbai_Store_1,155
2023-01-22,Bread,Mumbai_Store_1,148
2023-01-23,Bread,Mumbai_Store_1,152
2023-01-24,Bread,Mumbai_Store_1,139
2023-01-25,Bread,Mumbai_Store_1,140
2023-01-26,Bread,Mumbai_Store_1,148
2023-01-27,Bread,Mumbai_Store_1,145
2023-01-28,Bread,Mumbai_Store_1,160
2023-01-29,Bread,Mumbai_Store_1,153
2023-01-30,Bread,Mumbai_Store_1,136
2023-01-31,Bread,Mumbai_Store_1,139
2023-02-01,Bread,Mumbai_Store_1,143
2023-02-02,Bread,Mumbai_Store_1,145
2023-02-03,Bread,Mumbai_Store_1,134
2023-02-04,Bread,Mumbai_Store_1,148
2023-02-05,Bread,Mumbai_Store_1,154
2023-02-06,Bread,Mumbai_Store_1,143
2023-02-07,Bread,Mumbai_Store_1,135
2023-02-08,Bread,Mumbai_Store_1,154
2023-02-09,Bread,Mumbai_Store_1,134
2023-02-10,Bread,Mumbai_Store_1,143
2023-02-11,Bread,Mumbai_Store_1,153
2023-02-12,Bread,Mumbai_Store_1,145
2023-02-13,Bread,Mumbai_Store_1,136
2023-02-14,Bread,Mumbai_Store_1,144
2023-02-15,Bread,Mumbai_Store_1,143
2023-02-16,Bread,Mumbai_Store_1,140
2023-02-17,Bread,Mumbai_Store_1,130
2023-02-18,Bread,Mumbai_Store_1,152
2023-02-19,Bread,Mumbai_Store_1,151
2023-02-20,Bread,Mumbai_Store_1,132
2023-02-21,Bread,Mumbai_Store_1,148
2023-02-22,Bread,Mumbai_Store_1,145
2023-02-23,Bread,Mumbai_Store_1,149
2023-02-24,Bread,Mumbai_Store_1,133
2023-02-25,Bread,Mumbai_Store_1,149
2023-02-26,Bread,Mumbai_Store_1,163
2023-02-27,Bread,Mumbai_Store_1,140
2023-02-28,Bread,Mumbai_Store_1,131
2023-03-01,Bread,Mumbai_Store_1,145
2023-03-02,Bread,Mumbai_Store_1,145
2023-03-03,Bread,Mumbai_Store_1,137
2023-03-04,Bread,Mumbai_Store_1,159
2023-03-05,Bread,Mumbai_Store_1,148
2023-03-06,Bread,Mumbai_Store_1,140
2023-03-07,Bread,Mumbai_Store_1,131
2023-03-08,Bread,Mumbai_Store_1,150
2023-03-09,Bread,Mumbai_Store_1,139
2023-03-10,Bread,Mumbai_Store_1,136
2023-03-11,Bread,Mumbai_Store_1,160
2023-03-12,Bread,Mumbai_Store_1,145
2023-03-13,Bread,Mumbai_Store_1,130
2023-03-14,Bread,Mumbai_Store_1,134
2023-03-15,Bread,Mumbai_Store_1,141
2023-03-16,Bread,Mumbai_Store_1,137
2023-03-17,Bread,Mumbai_Store_1,128
2023-03-18,Bread,Mumbai_Store_1,146
2023-03-19,Bread,Mumbai_Store_1,158
2023-03-20,Bread,Mumbai_Store_1,144
2023-03-21,Bread,Mumbai_Store_1,129
2023-03-22,Bread,Mumbai_Store_1,128
2023-03-23,Bread,Mumbai_Store_1,138
2023-03-24,Bread,Mumbai_Store_1,141
2023-03-25,Bread,Mumbai_Store_1,147
2023-03-26,Bread,Mumbai_Store_1,149
2023-03-27,Bread,Mumbai_Store_1,153
2023-03-28,Bread,Mumbai_Store_1,137
2023-03-29,Bread,Mumbai_Store_1,147
2023-03-30,Bread,Mumbai_Store_1,150
2023-03-31,Bread,Mumbai_Store_1,139
2023-04-01,Bread,Mumbai_Store_1,150
2023-04-02,Bread,Mumbai_Store_1,146
2023-04-03,Bread,Mumbai_Store_1,140
2023-04-04,Bread,Mumbai_Store_1,142
2023-04-05,Bread,Mumbai_Store_1,146
2023-04-06,Bread,Mumbai_Store_1,131
2023-04-07,Bread,Mumbai_Store_1,140
2023-04-08,Bread,Mumbai_Store_1,165
2023-04-09,Bread,Mumbai_Store_1,164
2023-04-10,Bread,Mumbai_Store_1,133
2023-04-11,Bread,Mumbai_Store_1,134
2023-04-12,Bread,Mumbai_Store_1,142
2023-04-13,Bread,Mumbai_Store_1,145
2023-04-14,Bread,Mumbai_Store_1,151
2023-04-15,Bread,Mumbai_Store_1,149
2023-04-16,Bread,Mumbai_Store_1,145
2023-04-17,Bread,Mumbai_Store_1,129
2023-04-18,Bread,Mumbai_Store_1,136
2023-04-19,Bread,Mumbai_Store_1,139
2023-04-20,Bread,Mumbai_Store_1,131
2023-04-21,Bread,Mumbai_Store_1,134
2023-04-22,Bread,Mumbai_Store_1,160
2023-04-23,Bread,Mumbai_Store_1,167
2023-04-24,Bread,Mumbai_Store_1,147
2023-04-25,Bread,Mumbai_Store_1,133
2023-04-26,Bread,Mumbai_Store_1,138
2023-04-27,Bread,Mumbai_Store_1,146
2023-04-28,Bread,Mumbai_Store_1,132
2023-04-29,Bread,Mumbai_Store_1,155
2023-04-30,Bread,Mumbai_Store_1,169
2023-05-01,Bread,Mumbai_Store_1,138
2023-05-02,Bread,Mumbai_Store_1,138
2023-05-03,Bread,Mumbai_Store_1,149
2023-05-04,Bread,Mumbai_Store_1,148
2023-05-05,Bread,Mumbai_Store_1,145
2023-05-06,Bread,Mumbai_Store_1,166
2023-05-07,Bread,Mumbai_Store_1,148
2023-05-08,Bread,Mumbai_Store_1,139
2023-05-09,Bread,Mumbai_Store_1,144
2023-05-10,Bread,Mumbai_Store_1,137
2023-05-11,Bread,Mumbai_Store_1,137
2023-05-12,Bread,Mumbai_Store_1,135
2023-05-13,Bread,Mumbai_Store_1,154
2023-05-14,Bread,Mumbai_Store_1,166
2023-05-15,Bread,Mumbai_Store_1,139
2023-05-16,Bread,Mumbai_Store_1,142
2023-05-17,Bread,Mumbai_Store_1,130
2023-05-18,Bread,Mumbai_Store_1,142
2023-05-19,Bread,Mumbai_Store_1,131
2023-05-20,Bread,Mumbai_Store_1,166
2023-05-21,Bread,Mumbai_Store_1,159
2023-05-22,Bread,Mumbai_Store_1,148
2023-05-23,Bread,Mumbai_Store_1,143
2023-05-24,Bread,Mumbai_Store_1,153
2023-05-25,Bread,Mumbai_Store_1,136
2023-05-26,Bread,Mumbai_Store_1,153
2023-05-27,Bread,Mumbai_Store_1,156
2023-05-28,Bread,Mumbai_Store_1,148
2023-05-29,Bread,Mumbai_Store_1,144
2023-05-30,Bread,Mumbai_Store_1,144
2023-05-31,Bread,Mumbai_Store_1,135
2023-06-01,Bread,Mumbai_Store_1,135
2023-06-02,Bread,Mumbai_Store_1,126
2023-06-03,Bread,Mumbai_Store_1,156
2023-06-04,Bread,Mumbai_Store_1,162
2023-06-05,Bread,Mumbai_Store_1,148
2023-06-06,Bread,Mumbai_Store_1,145
2023-06-07,Bread,Mumbai_Store_1,134
2023-06-08,Bread,Mumbai_Store_1,150
2023-06-09,Bread,Mumbai_Store_1,133
2023-06-10,Bread,Mumbai_Store_1,147
2023-06-11,Bread,Mumbai_Store_1,159
2023-06-12,Bread,Mumbai_Store_1,151
2023-06-13,Bread,Mumbai_Store_1,144
2023-06-14,Bread,Mumbai_Store_1,145
2023-06-15,Bread,Mumbai_Store_1,145
2023-06-16,Bread,Mumbai_Store_1,128
2023-06-17,Bread,Mumbai_Store_1,156
2023-06-18,Bread,Mumbai_Store_1,147
2023-06-19,Bread,Mumbai_Store_1,143
2023-06-20,Bread,Mumbai_Store_1,133
2023-06-21,Bread,Mumbai_Store_1,129
2023-06-22,Bread,Mumbai_Store_1,139
2023-06-23,Bread,Mumbai_Store_1,134
2023-06-24,Bread,Mumbai_Store_1,159
2023-06-25,Bread,Mumbai_Store_1,160
2023-06-26,Bread,Mumbai_Store_1,132
2023-06-27,Bread,Mumbai_Store_1,149
2023-06-28,Bread,Mumbai_Store_1,133
2023-06-29,Bread,Mumbai_Store_1,135
2023-06-30,Bread,Mumbai_Store_1,138
2023-07-01,Bread,Mumbai_Store_1,159
2023-07-02,Bread,Mumbai_Store_1,145
2023-07-03,Bread,Mumbai_Store_1,133
2023-07-04,Bread,Mumbai_Store_1,129
2023-07-05,Bread,Mumbai_Store_1,146
2023-07-06,Bread,Mumbai_Store_1,142
2023-07-07,Bread,Mumbai_Store_1,149
2023-07-08,Bread,Mumbai_Store_1,160
2023-07-09,Bread,Mumbai_Store_1,157
2023-07-10,Bread,Mumbai_Store_1,141
2023-07-11,Bread,Mumbai_Store_1,132
2023-07-12,Bread,Mumbai_Store_1,146
2023-07-13,Bread,Mumbai_Store_1,130
2023-07-14,Bread,Mumbai_Store_1,127
2023-07-15,Bread,Mumbai_Store_1,159
2023-07-16,Bread,Mumbai_Store_1,169
2023-07-17,Bread,Mumbai_Store_1,129
2023-07-18,Bread,Mumbai_Store_1,140
2023-07-19,Bread,Mumbai_Store_1,134
2023-07-20,Bread,Mumbai_Store_1,139
2023-07-21,Bread,Mumbai_Store_1,131
2023-07-22,Bread,Mumbai_Store_1,154
2023-07-23,Bread,Mumbai_Store_1,169
2023-07-24,Bread,Mumbai_Store_1,144
2023-07-25,Bread,Mumbai_Store_1,151
2023-07-26,Bread,Mumbai_Store_1,145
2023-07-27,Bread,Mumbai_Store_1,143
2023-07-28,Bread,Mumbai_Store_1,144
2023-07-29,Bread,Mumbai_Store_1,162
2023-07-30,Bread,Mumbai_Store_1,149
2023-07-31,Bread,Mumbai_Store_1,146
2023-08-01,Bread,Mumbai_Store_1,140
2023-08-02,Bread,Mumbai_Store_1,139
2023-08-03,Bread,Mumbai_Store_1,139
2023-08-04,Bread,Mumbai_Store_1,135
2023-08-05,Bread,Mumbai_Store_1,162
